GSM813064	GSM813065	GSM813066	GSM813067	GSM814496	GSM814497
3.3118	2.8901	3.0839	2.9136	2.8841	3.3289
0.5181	0.5198	0.7922	0.9646	0.3742	0.3725
0.2155	0.0237	0.3089	0.8286	0.3655	0.1937
3.0472	5.3419	4.0812	5.1575	4.4286	6.0087
7.652	8.7463	6.8705	7.2297	7.3829	8.4852
16.1413	18.1658	18.494	20.3536	18.942	20.7133
0.5206	1.2235	2.4908	2.6747	0.7864	2.1555
0.9758	1.3257	1.1379	0.9789	1.0821	1.0661
2.2425	2.2233	2.4884	2.3649	2.0453	2.9825
1.0457	-0.05	0.8542	0.6366	1.21	1.3137
0.3835	0.666	0.6397	-0.0805	0.5747	1.1894
4.9365	5.4613	3.5188	5.5448	5.3847	6.1839
8.9723	7.5342	9.1695	8.1305	8.3744	8.6128
8.8156	9.0804	8.954	10.161	11.2752	12.4813
7.9972	8.1694	9.6441	10.5297	7.2456	9.1555
0.2856	0.1217	0.4665	0.1386	0.1416	0.1924
1.1101	0.2728	0.5824	0.6563	0.4643	0.9413
1.7518	1.7637	2.0638	1.5176	1.4817	1.941
0.9188	0.9076	1.1201	0.9326	1.2818	0.6392
1.0206	1.1544	1.0062	0.6436	1.1255	0.1691
4.9335	5.8579	4.8641	4.355	4.7489	4.1175
1.775	1.7931	1.9371	1.8727	1.4009	1.7374
10.4942	11.7188	7.8685	9.2256	11.8122	11.3765
0.6802	0.5637	0.3401	0.6757	0.3525	0.444
6.9033	7.9119	5.3775	5.4834	5.5831	5.601
1.0495	0.8604	0.3381	0.4109	0.9113	0.301
1.6414	1.2276	1.382	0.9126	1.0142	1.3344
3.7931	4.4776	3.7005	5.6261	4.3384	6.1923
5.806	8.1105	6.5433	8.0427	7.9567	8.6765
1.2787	1.4265	1.7514	1.178	1.4664	1.7407
5.822	28.6357	7.1934	32.848	14.483	25.9045
0.3082	0.3365	0.2521	0.352	0.2421	0.3911
0.5938	0.5009	0.8506	1.0273	1.1109	0.9678
7.5738	8.7084	8.1876	7.7084	6.2626	8.5289
0.6273	-0.1169	0.0999	0.3335	-0.0555	0.3542
2.8481	2.8997	2.7786	1.8068	2.4503	2.5372
0.1608	0.7259	0.4247	0.2038	0.5768	0.7574
8.5516	11.2179	7.6628	6.3108	9.0135	7.4909
0.3372	0.3018	0.2682	0.421	0.1309	0.1245
68.8939	65.9053	66.2349	78.4658	60.093	83.045
0.4121	0.811	0.5643	0.573	0.6153	0.2358
7.946	6.8164	6.8824	8.0495	7.2268	7.9481
1.7545	1.4158	2.0121	1.9068	2.1069	1.7119
1.4673	1.5846	1.8399	2.4209	1.9761	2.0756
2.6514	2.7335	2.5844	2.8491	3.4639	2.8986
2.1442	2.9788	1.8225	1.5742	2.8792	2.0597
59.6294	55.1671	65.1375	61.5049	60.7593	64.9527
0.4296	0.6882	0.4497	0.0895	0.4943	0.4636
0.3062	0.1936	0.2084	0.1819	0.4524	0.1542
0.3349	0.1942	0.2954	0.6262	0.2616	0.2253
0.2067	0.2618	0.2894	0.3775	0.3786	0.6304
0.8254	1.6714	0.8788	1.1503	1.3295	1.3158
1.101	0.9339	0.5909	0.8134	1.0981	0.3517
0.2629	0.3059	0.6275	0.3368	0.5434	0.0309
6.6316	6.5029	6.8559	6.1132	6.7957	8.5121
61.4085	57.117	55.7939	52.2326	57.5464	55.9878
6.4584	6.4935	6.6783	6.4319	6.3791	6.4504
2.6895	2.0127	2.4496	2.2462	2.2762	2.3652
3.5089	3.057	2.62	2.7422	3.0179	3.3779
2.1954	2.4322	2.5266	2.8317	2.4918	3.1082
0.9512	1.4894	1.5406	1.5874	1.9992	1.7944
46.7398	42.7981	47.4299	46.3409	48.766	45.168
1.7695	1.2898	1.8745	1.8943	2.1725	1.4989
2.213	2.5342	2.2644	2.2857	2.8206	2.2345
138.5393	127.7087	133.6377	137.8725	128.579	127.1242
0.5739	0.6189	0.8238	1.1152	0.7965	0.5111
1.8281	1.5825	2.0927	1.7088	1.6071	1.8635
1.7834	1.674	1.4939	1.1824	1.6663	1.5554
1.1315	1.7322	1.5822	1.2271	1.482	1.3495
1.0751	0.3353	1.2564	0.8874	1.0106	1.2554
2.7254	3.2712	1.6388	1.8067	1.9601	1.9041
0.6141	0.4723	0.6999	0.5972	0.2865	0.4101
2.1107	2.0901	2.238	1.7569	1.9105	2.2791
59.3087	62.0457	59.5488	55.8509	57.0081	60.2737
0.325	0.6319	0.5234	0.3686	0.5132	0.3345
8.5454	12.1441	8.1868	5.4774	7.763	5.2539
17.4209	14.5193	14.3149	14.4905	15.6775	16.2915
20.0785	18.9737	18.2743	17.73	21.4953	19.7048
0.6774	0.3705	0.0259	0.483	0.3463	0.5199
26.6175	24.4594	23.8917	26.5481	29.2184	31.6221
-9999.0	-9999.0	-9999.0	-9999.0	-9999.0	-9999.0
0.757	1.587	1.2902	1.5089	1.4371	1.5047
37.0212	42.2832	29.5012	32.8739	39.7874	37.7246
13.3623	13.1432	10.6035	9.5531	13.8529	9.9105
8.817	9.3852	8.7187	9.7059	9.3115	10.2217
0.6892	0.167	0.9302	0.5167	0.3745	0.1384
0.3374	0.0679	0.3021	-0.1063	0.0568	0.2923
1.2855	1.3371	1.4447	1.251	1.59	1.4069
2.7133	3.3272	2.4082	3.2385	3.0151	3.0725
0.5799	0.0849	0.6532	0.5249	0.2592	0.3628
0.3165	0.3665	0.4176	0.4073	0.1336	0.4142
0.1217	0.4756	0.0564	0.7164	0.2101	0.2932
0.3566	0.3887	0.4896	0.8892	0.485	0.4074
0.2162	0.4126	0.1171	0.1945	0.3616	0.4736
0.2935	0.489	0.3369	-0.1714	0.1219	0.4711
0.457	0.3928	0.3043	0.3765	0.7187	0.3227
14.8578	16.3815	15.4183	16.2141	17.036	18.7028
0.1536	0.6609	0.1231	0.0702	0.475	0.405
2.6018	2.9698	2.2664	2.7217	3.4048	2.673
0.2593	0.4579	-0.046	0.7111	0.3202	0.3751
49.0681	55.206	51.5822	52.8562	55.3025	52.9435
0.3046	0.2868	0.1747	0.5252	0.0726	0.423
0.7645	0.8754	1.1194	0.8578	1.1622	0.6134
1.5937	1.3581	1.3856	0.8329	0.8728	1.4249
1.1067	0.8665	0.5329	0.984	0.793	0.2388
1.9597	1.5439	1.2414	1.4636	1.341	1.7245
2.8316	3.1674	2.1262	2.425	2.906	2.3501
0.1595	0.3834	0.2689	0.4371	0.3639	0.53
0.7958	0.4875	1.0077	0.8533	0.509	1.0529
3.1825	3.4661	2.2563	2.0962	3.8064	3.0836
1.379	1.0287	1.247	1.0805	1.2295	1.5372
1.0337	1.3571	1.3676	1.4759	1.5763	2.3372
1.4304	1.441	1.9149	2.1435	1.9206	1.7052
4.1377	5.5055	5.2787	5.2927	5.3223	5.2719
0.1098	-0.0709	0.4763	0.3139	0.0177	0.3518
7.0297	7.9218	8.3218	8.3795	9.0009	7.7285
1.7993	2.1963	1.791	1.4788	2.0503	1.8001
0.4687	0.4371	0.2392	0.2525	0.301	0.2999
15.8458	16.3252	14.7808	14.3839	13.6409	16.1017
8.8126	8.6859	8.9709	7.7515	8.5476	8.5651
1.2957	0.8668	0.3729	0.4613	0.8456	0.5626
1.1901	1.0	1.2911	1.6606	0.891	1.533
60.9706	54.0439	54.9236	53.7685	55.1207	54.0992
2.5927	2.5255	1.3333	1.6482	2.4192	2.4576
0.2633	0.258	0.3081	0.1466	0.1885	0.3941
8.465	7.4778	8.84	8.0764	5.2543	5.6819
0.8567	0.8089	0.702	0.5058	0.9119	0.683
-9999.0	-9999.0	-9999.0	-9999.0	-9999.0	-9999.0
45.7572	42.1342	33.4731	33.3273	40.1723	35.9666
23.5392	17.4492	14.8148	13.6845	19.7265	14.7464
1.43	1.3766	1.8825	1.7414	1.3627	1.6224
0.469	0.0829	0.3602	0.3475	0.5542	0.8353
3.6913	4.2414	3.8116	3.4515	3.4591	3.8985
2.0671	1.7903	1.4232	1.4505	1.4108	1.8102
2.6964	2.9588	2.0319	2.6009	3.0204	2.6419
4.3859	4.4536	4.0103	3.6715	4.4367	3.8629
0.1588	0.1935	0.513	0.4179	0.2436	0.5548
0.5041	0.3058	0.4681	0.2991	-0.1323	0.2629
15.7113	14.6059	11.7917	11.7477	12.3979	11.9135
0.6632	0.435	0.2867	0.5009	0.1684	0.2974
7.7527	9.3751	10.4138	9.6874	9.2598	10.0258
3.1494	4.1799	3.9605	2.8494	4.2862	3.0578
1.1378	0.8087	1.6151	0.9967	0.8278	1.3588
1.3226	1.0398	1.7287	0.9286	1.5498	1.3953
3.6723	3.0707	3.7799	4.1952	4.514	3.846
1.8381	1.428	1.2874	1.4402	1.9191	1.7307
1.0445	0.8115	0.9575	0.8291	1.0046	0.6457
0.3405	0.4044	0.5701	0.7869	0.9696	0.5681
3.8072	3.9089	3.7682	4.2899	4.8238	4.1035
3.5573	3.2812	3.588	4.2896	4.6099	4.2958
0.5432	0.2653	0.8915	0.9589	0.5217	0.2864
0.4248	0.2797	-0.0513	0.2833	0.5486	0.7481
0.9418	0.3921	0.8032	0.5631	0.7821	0.7288
0.3539	0.2843	0.59	0.5935	0.5713	0.2626
0.1668	0.1923	0.4154	0.431	0.3426	0.2488
0.2368	0.1896	0.2529	0.7032	0.499	0.3405
1.8211	2.8938	3.0584	2.5404	2.7207	2.4648
0.9493	0.8006	0.9151	0.5332	1.2267	1.3284
0.2577	0.1885	0.3154	0.4014	0.188	0.5314
16.6804	13.3088	12.1573	15.6436	14.8072	16.2327
3.1219	2.4594	2.925	3.0562	2.7857	3.1117
0.4011	0.3117	0.462	0.354	-0.0305	0.5405
15.7931	14.0835	15.0692	14.7806	14.8015	14.5119
0.8064	1.2436	1.1434	0.8965	0.6133	1.2638
0.9021	1.3908	0.9992	0.7774	1.3732	0.9624
16.1444	14.0505	14.4347	17.047	13.7508	17.7959
0.7062	0.8206	1.0636	0.8249	0.9223	0.9209
0.072	0.4971	0.3867	0.6387	-0.0363	0.4093
0.0362	0.2379	0.3667	0.5342	0.3621	0.1028
2.1986	2.8208	2.7388	2.3893	3.134	2.7504
4.5766	4.8245	1.7495	0.9178	3.0262	1.2611
2.0835	2.5853	1.6466	3.2141	3.0699	4.061
0.9491	0.8544	0.9678	0.3068	0.3211	0.7819
0.3921	0.6992	0.6364	0.6025	0.3905	0.7786
14.987	13.942	12.734	14.6615	12.2847	13.9046
1.8988	1.6366	1.1095	1.4517	1.4906	1.3521
6.1287	5.181	5.2632	5.7922	5.9441	5.7917
29.8244	31.5789	32.2791	36.2962	30.8701	30.5243
98.1392	114.4651	141.798	135.8241	132.2272	146.4729
6.7284	7.9034	8.3157	6.1255	6.9567	6.6802
26.4143	23.7146	25.1034	23.2614	18.9833	23.9852
1.8843	2.2406	1.0401	2.1133	3.9251	2.6988
0.8194	0.898	0.7864	1.0605	0.8863	0.6974
16.3058	14.8356	10.2878	10.536	12.3132	12.9334
2.373	2.2748	1.8762	1.7808	2.4326	1.832
4.14	3.8589	3.8274	3.4154	3.5365	3.7906
12.6784	11.2053	12.6236	11.8613	10.2658	11.5108
0.1748	0.3411	0.3932	0.0188	0.1588	0.2128
5.6891	4.8028	4.2936	4.0188	2.9556	3.9942
0.5208	0.5143	0.4979	0.3105	0.4449	0.3596
0.5803	0.7806	0.2597	0.3662	0.3974	0.3647
60.1586	61.7973	47.3028	58.2373	60.9764	59.9506
6.237	5.3725	5.7931	5.5023	5.5134	4.7101
29.7383	28.6054	26.6054	26.9579	26.6207	25.2941
17.7239	15.7118	16.8155	15.3252	15.8221	15.0435
4.5918	4.8869	4.873	5.6674	4.4364	5.0735
3.0701	2.7756	2.9216	3.0503	2.9838	2.722
64.1645	57.7341	41.7007	40.7272	70.1952	42.6214
71.2979	65.3625	66.3388	66.4397	55.864	69.7054
17.4974	14.516	17.2393	17.9745	17.0334	19.1491
1.6557	1.4841	1.7533	2.0818	1.684	1.8748
16.5082	14.779	14.1955	17.4635	13.7304	20.9558
158.1396	125.4211	147.9985	153.7011	125.3439	139.597
3.2703	3.4216	3.5356	2.05	3.5635	2.8224
0.2698	0.3526	0.4344	0.7457	0.4673	0.4116
8.7432	9.237	7.6746	7.1247	9.4859	7.9634
0.5901	1.1233	1.2433	0.7672	0.8706	0.5876
2.7043	2.0724	2.3635	1.6529	1.3824	1.7496
2.78	3.1763	2.6816	2.9645	3.2292	3.3856
33.8123	33.7326	37.3503	48.1648	30.1169	49.3954
35.9863	33.8043	31.0723	27.0022	29.9712	26.4852
34.0973	34.4707	36.9764	37.9498	33.3638	38.9118
0.0481	0.1387	0.5445	0.2426	0.4134	0.4487
14.5672	12.6121	13.4101	13.6962	9.1396	15.1058
1.4292	1.3938	1.1131	1.2499	1.3696	1.3417
23.1857	20.9947	20.193	21.1913	21.0988	22.8016
51.3868	45.2872	42.7781	39.1774	42.6762	48.6758
3.385	3.3239	3.1354	3.3127	3.4755	2.9213
30.4726	32.2271	27.9525	35.7074	34.7481	41.9596
6.5782	7.1358	4.916	4.971	7.1623	7.9443
2.669	2.38	1.89	2.0182	2.5021	2.3151
104.1322	118.5242	88.5474	103.0836	151.5014	143.7571
2.031	2.4084	2.1843	2.3959	2.0184	2.0257
0.0451	0.2982	0.2438	0.6373	0.3632	0.0738
5.0759	4.2484	4.5879	4.5846	4.2283	4.9351
0.3621	0.2295	0.0815	0.2754	0.3052	0.6255
0.1775	0.095	0.0498	0.3854	-0.0126	0.3663
6.3038	5.5936	5.2445	6.3912	5.647	6.4131
8.3175	5.8266	8.1082	7.8423	6.4483	8.2236
6.0197	5.8885	6.3225	5.4698	5.7692	6.3412
0.753	1.0074	0.9151	1.2231	1.3342	1.2865
0.1733	0.2672	0.2015	1.1027	0.4998	0.0794
0.7627	0.4606	0.6542	0.5084	0.2498	0.3186
3.1366	4.482	3.4113	4.0908	4.8522	4.8168
0.7308	0.872	0.8662	0.5841	0.1331	0.9094
0.1884	0.2035	0.4012	0.2447	0.2822	0.1461
0.7108	0.5562	0.4815	0.8716	0.2554	0.5987
20.7452	22.325	18.941	19.8998	16.1786	21.4576
7.5818	7.4153	8.6414	7.0335	6.9544	7.1869
2.0549	1.7477	0.7909	1.1007	1.4069	1.4186
7.0806	6.3243	5.4784	5.3099	11.5434	9.0395
37.7216	38.143	42.9564	47.6867	39.8957	52.6328
26.866	28.4345	21.3421	15.7856	20.3807	20.4285
0.342	0.3418	0.4943	0.5601	0.6275	0.5185
0.438	0.2977	0.3356	0.3109	0.2413	0.2173
0.8429	0.3769	0.7942	0.5834	0.7056	1.0271
20.8695	21.7872	23.4571	22.4163	19.9785	23.4436
3.7159	3.9985	4.6162	4.074	3.4974	3.7213
8.817	10.3343	9.3182	10.894	11.1994	12.061
0.5311	0.6507	0.4241	0.3687	0.7866	0.0514
3.8183	3.1694	3.274	3.0376	3.5975	3.9589
2.3294	2.2326	2.3591	2.0787	2.0862	2.5917
0.3582	0.6466	0.4724	0.513	0.3311	0.3395
2.248	2.5408	2.0491	1.7955	1.7249	1.9808
1.5139	1.6438	1.6722	1.802	1.6766	2.0701
2.5981	2.5459	2.7404	2.338	2.3601	2.3773
44.9887	50.857	63.7167	74.8932	48.2884	76.2963
8.8765	8.5438	10.0967	7.9282	8.4641	9.0638
0.3527	0.1061	0.3385	0.1152	0.2957	0.6382
93.4227	99.719	112.0568	111.3745	85.4331	111.5857
10.718	9.9283	10.2828	11.0396	10.3805	10.7874
0.2024	0.2172	0.3485	0.3047	0.2014	0.2701
10.8312	12.6993	11.2278	12.6271	13.522	14.9383
0.188	0.0779	0.3103	0.3298	0.4002	0.6971
1.47	2.049	1.8229	2.1909	2.6036	2.8266
2.5576	2.3089	2.2826	2.0147	2.4768	1.8093
2.9684	3.0836	2.5466	2.9692	3.5182	3.4059
14.0776	17.494	12.7511	16.7345	18.0798	21.9119
0.1469	0.4217	0.2483	0.1401	0.0706	0.0928
115.7358	166.1939	115.9646	165.5827	141.5432	161.3217
27.6384	31.1056	20.7861	23.7861	27.8657	27.8681
0.6015	1.2057	0.8863	0.612	1.1146	1.2956
0.2949	0.3061	0.5645	0.6302	0.0682	0.3581
4.6363	4.6433	3.8851	3.7221	4.4117	3.8221
0.338	0.3982	-0.1157	0.747	0.3788	0.2003
0.3599	1.2951	1.069	0.6843	1.0954	0.7097
0.7488	1.2836	1.7692	1.5806	1.1579	1.6072
0.7075	0.405	0.3668	0.378	0.1968	0.5269
23.9972	22.2222	21.3017	20.2149	24.2642	22.3793
0.1791	0.804	0.3163	0.9124	0.6175	0.729
25.0802	34.6116	27.7159	25.86	27.5038	26.0052
10.6131	9.9134	11.8064	10.9758	11.0456	10.5152
56.4657	51.1626	46.1622	49.0327	50.5278	49.7014
0.7559	1.154	1.3578	0.8917	0.6351	1.2899
8.2754	7.3143	7.8501	8.9163	9.4432	9.2654
6.2864	5.2671	5.7092	5.6065	5.0586	6.2109
1.5144	1.0233	1.1175	1.1639	1.462	1.5235
2.4884	2.4286	1.9786	2.6304	2.8318	2.7083
6.2242	5.8232	5.5972	6.1863	4.7086	5.9835
16.3848	13.1561	17.8793	20.4797	10.6492	19.506
1.4325	1.544	1.3412	1.574	2.1043	1.9158
38.3321	39.1879	38.8653	43.2084	38.9734	42.8248
12.52	11.4752	8.222	8.2401	9.4649	10.0836
18.1655	16.3391	16.0484	16.5242	16.4407	19.9731
5.3365	6.0597	6.4309	5.5561	5.4953	6.1716
1.312	1.7607	1.996	1.8122	1.3933	1.9049
0.6869	0.5152	0.0969	0.6789	0.0965	0.2256
0.5596	0.2957	0.2983	0.4836	0.5592	0.5072
1.3315	1.3469	1.3008	1.5097	0.6585	1.324
1.6079	1.4228	1.4343	1.6516	1.6581	1.8296
42.9308	36.2138	35.6718	37.6159	36.1934	38.288
0.0156	0.1601	0.5989	0.1789	0.4519	0.5002
10.134	10.6405	9.5536	9.3727	11.1624	9.1001
4.4883	4.2656	4.3902	3.7099	3.9614	2.9081
7.5664	9.406	10.1144	11.9546	9.5347	15.2378
6.0419	6.6597	7.1655	6.0579	7.2992	6.1649
14.8548	16.1323	20.3871	17.9733	15.073	19.5138
11.1046	12.5792	12.6759	12.3524	12.0685	12.9716
11.1863	12.0432	13.0799	13.1692	12.242	15.6276
13.0742	13.6266	10.1817	12.2398	11.0504	12.7929
-0.0189	0.1342	0.2675	0.153	0.3644	0.2203
14.6257	16.1703	12.9217	12.1348	13.347	12.8397
5.183	4.6977	4.3448	4.2129	4.8881	4.9417
17.3741	16.2362	18.7346	17.7158	17.5893	16.6907
39.4188	38.4656	35.1184	36.5115	42.6997	49.0809
55.712	46.1418	46.7392	47.0024	48.3637	53.2934
10.5968	10.4562	10.2616	9.2005	5.3318	6.9509
53.1778	50.2209	42.4725	50.8109	54.0709	55.478
64.3742	64.3204	68.4963	61.8734	64.9305	60.6123
1.6705	1.5923	1.6007	2.0833	2.0867	1.6665
2.9108	3.0867	2.9214	2.5404	3.3279	2.5159
0.7943	1.0205	0.0489	0.443	0.6423	0.6531
2.4116	2.2405	1.9001	1.5024	1.5248	1.5899
0.4836	0.2826	0.5689	0.3052	0.3015	0.4585
10.5071	11.1006	9.4139	12.5309	11.3413	12.9852
0.3308	0.0951	0.2814	0.3924	0.2575	0.5214
7.1662	6.7193	5.6158	6.2934	6.1279	6.9072
0.3316	0.4068	0.4721	0.5096	0.5583	0.2794
0.5764	0.475	0.2427	0.3647	0.5517	0.2111
0.0995	0.2528	0.1855	0.508	0.6045	0.5266
4.4242	5.3441	6.1792	5.0529	1.9536	3.2099
0.6539	0.365	0.8174	0.3602	0.3985	0.4357
18.756	18.2612	18.2211	18.8683	19.7423	16.9064
0.4921	0.2543	0.3276	0.438	0.3472	0.2882
0.8096	0.6863	0.9329	1.0376	0.7762	0.7787
0.0216	0.3067	0.2916	0.3049	0.4153	0.447
0.2038	1.8067	0.2188	2.6005	1.9892	3.4007
0.3434	0.2747	0.6437	0.4414	0.2804	0.3576
0.8298	0.0015	0.6603	0.6349	0.4368	1.0584
1.5875	1.3244	1.4016	1.3531	1.3019	1.3063
4.3484	4.3994	4.7773	4.4737	4.6938	4.317
4.619	4.3603	3.7314	4.9883	4.6384	5.2874
0.433	0.617	0.9603	0.4128	0.5001	0.797
5.0599	5.0184	4.7219	4.8057	5.5101	5.2817
1.1088	1.2001	1.2805	1.2495	1.6964	1.3656
9.7232	10.0993	9.9609	9.8645	10.5102	10.9087
2.4014	2.3713	3.0845	2.5374	2.5752	2.9352
2.8242	3.5499	2.8621	3.3304	3.2843	3.8918
0.9863	0.5445	0.7885	0.2634	0.5554	1.2004
-9999.0	-9999.0	-9999.0	-9999.0	-9999.0	-9999.0
91.8875	80.9733	67.9628	74.4061	76.3783	74.7541
0.1804	0.3502	0.2342	0.5222	0.436	0.0565
0.4885	0.1666	0.3293	0.6536	0.4499	0.3906
3.1603	3.5965	3.1015	2.7713	3.1397	3.2149
0.295	0.4781	0.1755	0.1322	0.1752	0.5242
0.2961	0.3679	0.4933	0.4828	0.1959	0.4157
0.3159	0.1923	0.3167	0.3975	0.046	0.4992
12.7808	14.4171	13.127	13.0072	13.5149	14.2414
8.9486	9.4932	7.2959	6.4221	7.1389	7.0627
4.6654	4.8181	5.3636	4.5886	5.2866	4.6052
31.4546	30.8299	26.6996	20.044	27.5155	20.5635
0.4086	0.3573	0.8722	0.7397	0.1481	0.3985
39.0113	37.2962	42.1154	39.0363	38.5585	43.9692
4.7155	4.8676	3.3621	3.0841	3.2161	3.4125
0.1767	0.2418	0.1667	0.2858	0.1999	0.3266
1.015	1.131	1.2724	0.7156	1.1867	0.7528
0.4562	0.1691	0.2406	0.6517	0.2928	0.7206
21.4887	17.4915	16.4551	17.5658	17.743	19.3711
9.3029	7.7196	7.475	7.1823	7.5161	7.0783
20.3493	22.0579	17.0297	16.1905	19.1932	18.1362
2.0393	2.3968	2.2248	2.4633	2.3809	2.259
2.0127	2.1542	1.4287	1.2879	2.1161	1.8227
0.1555	0.1021	0.0443	1.3265	0.0923	0.2149
13.7817	13.7493	11.9296	10.8856	11.9089	11.3061
1.0422	0.0713	0.3336	2.2388	0.5352	0.5861
1.2322	1.169	1.0547	0.8087	1.0243	1.0773
0.5031	0.4676	0.4797	0.3616	0.3678	0.3425
13.431	14.515	12.658	13.8021	16.0648	13.8139
0.3177	0.187	0.1646	0.267	0.3031	0.3347
2.1301	2.2852	2.6886	2.7907	2.9618	2.8072
3.598	3.2908	2.8577	2.8081	4.1041	3.4053
11.5138	10.5181	9.7142	10.0211	10.4477	9.9121
1.4479	1.5861	1.0655	1.2377	1.5696	0.7884
0.5049	0.1573	0.1801	0.3361	0.2074	0.2435
1.4802	1.3507	1.5906	1.5785	1.3718	1.0242
30.255	28.6641	28.8218	24.2535	35.2523	30.0188
1.6745	1.3404	1.3212	1.4536	1.5716	1.2341
0.176	0.1599	0.3694	0.2512	0.3322	0.3725
0.3186	0.2635	0.0609	0.3349	0.1025	0.4455
9.5539	7.6915	10.6091	9.7696	9.6064	10.4165
3.2381	3.0934	3.3767	3.6859	3.3644	5.3676
12.5864	13.7928	9.1604	11.3135	12.854	12.8999
0.1372	0.279	0.2684	0.2778	0.5781	0.2962
0.2141	0.2855	0.3192	0.4591	0.4035	0.2393
1.0913	1.2678	1.3754	1.109	1.2482	1.1532
0.1781	0.2294	0.4123	0.4184	0.5218	0.1927
2.6405	2.8159	2.2021	1.9756	2.8664	2.1561
-0.0229	0.1306	0.4535	0.7778	0.2842	0.4296
0.2246	0.4994	0.0752	0.2523	0.5217	0.375
0.323	0.2698	0.1785	0.1589	0.4849	0.0174
13.8489	13.9132	12.3593	14.3383	15.0342	14.5978
0.7083	1.2157	0.6991	0.5278	0.9227	0.4514
1.9914	2.1809	1.7051	2.4198	2.115	2.2706
0.4571	0.3575	0.5073	0.3811	0.7691	0.1057
1.1918	1.6373	1.1437	1.0468	0.7965	1.4579
0.3332	0.0113	0.2921	0.1803	0.1245	0.2778
52.2597	48.2323	42.974	42.2729	40.1654	54.4045
4.3838	4.4239	5.4635	4.8878	4.8176	4.6909
28.6746	27.1614	26.647	26.0099	24.6	26.5076
-9999.0	-9999.0	-9999.0	-9999.0	-9999.0	-9999.0
0.4679	0.5243	0.1193	0.7589	0.502	0.3795
0.0507	-0.0992	0.1681	0.204	0.0649	0.4353
0.2603	0.4426	0.1957	0.4958	0.3217	0.4957
209.9719	184.7955	254.6699	240.5457	187.2507	225.9165
36.2549	23.5597	31.8255	19.1414	29.1232	28.4779
0.0149	0.3908	0.8801	0.3111	0.5622	0.6199
4.7362	5.0435	4.803	4.9009	6.106	5.4094
6.4305	6.3736	18.7045	19.0545	7.3857	20.416
1.2632	1.7165	1.0899	1.1801	1.5277	1.4032
0.7773	0.2964	0.4503	0.5991	0.3436	0.7288
2.3922	3.3718	2.6883	2.8073	3.5076	3.3286
7.0392	7.8919	6.1794	7.9633	7.6883	7.0652
6.3432	6.6404	7.1117	6.9508	6.9468	6.5756
8.0728	7.4325	6.9699	7.296	5.2394	8.1038
1.4264	1.152	1.0131	1.2109	0.8985	1.2952
2.9182	3.444	2.1464	2.7539	2.693	2.6154
0.3424	0.3318	0.0242	0.2914	0.3153	0.2604
0.6081	0.5115	0.4797	0.2227	0.2523	0.548
0.9093	0.4229	0.8295	0.9114	1.2937	1.025
3.436	3.4322	2.2875	2.8514	2.8517	3.0667
0.3726	0.2242	0.456	0.505	0.6369	0.5072
0.4427	0.5779	0.5044	0.5693	0.5011	0.2585
2.4308	2.2738	2.1609	2.3332	1.9514	2.2464
19.6762	18.4191	18.4972	15.6853	16.0906	17.0116
2.0689	1.9413	1.7674	2.0201	1.3771	2.1927
0.4107	0.7026	0.5568	0.2175	0.4135	0.2428
9.2543	8.7122	14.0584	10.7493	7.4576	10.0985
5.4943	4.9655	4.6245	5.1138	3.8449	6.0713
0.1419	0.5006	0.2002	0.5983	0.2605	0.5281
0.3219	0.1207	0.2276	0.5282	0.2507	0.3862
0.6794	0.4404	0.2771	0.3118	0.0548	0.5124
23.4223	17.3432	29.9871	42.9666	42.6027	54.7994
0.614	0.2784	0.1894	0.0699	0.3334	0.5934
9.2441	10.7551	9.4917	7.2995	7.2866	7.7737
3.0106	3.5442	2.6751	2.1779	2.3547	2.1319
4.0825	4.8434	4.0794	4.7296	4.5032	4.6846
11.2355	11.6524	10.3585	8.7183	12.2372	10.9445
1.6957	1.7316	0.7241	1.3854	2.4517	2.1352
3.7642	3.219	2.8854	2.3521	3.1973	2.1121
1.6229	1.8435	1.5799	2.5914	2.0678	2.7346
2.4523	2.3588	2.0747	2.1783	2.1588	1.9025
9.9985	9.6257	10.0619	8.5244	6.8423	9.825
8.2585	7.6769	8.6627	6.6348	5.8857	6.1965
6.7165	5.8659	6.8618	6.8531	7.3183	6.901
13.4356	11.2715	10.5202	9.4609	12.0321	11.683
6.4341	5.3003	4.212	4.1964	4.8548	4.6583
13.2965	11.098	8.2642	6.7274	10.86	8.2019
1.4316	1.6806	0.9154	1.4994	1.4564	1.8941
0.8782	1.2265	0.7711	1.0849	1.1341	0.8344
12.0738	10.2078	10.0841	11.0533	10.7495	11.0466
-9999.0	-9999.0	-9999.0	-9999.0	-9999.0	-9999.0
10.7482	9.8682	9.1023	9.0194	17.5878	15.1624
11.1629	12.6822	11.9884	11.9319	12.7571	12.7001
1.8199	1.4428	2.283	2.8489	1.2623	1.6698
3.6813	3.667	2.9482	3.1755	4.1855	3.4568
3.0382	3.1681	2.8491	2.9992	3.0271	3.0818
5.6915	5.6148	5.9894	5.3548	6.1042	6.3529
20.6787	18.2547	16.1056	17.8501	21.4275	19.348
0.262	0.4702	0.4623	0.0664	0.6544	0.2682
0.1512	0.3064	0.4346	0.7084	0.473	0.0902
0.2641	0.4586	0.3806	1.7044	0.2639	0.5306
4.2123	4.1295	4.0545	4.1784	4.8556	4.1857
